,cities,lines,oceans
2097,"Sewalls Point, FL",True,677 Atlantic L4150
2098,"Rio, FL",True,677 Atlantic L4150
2099,"Boone, NC",False,
2100,"Blowing Rock, NC",False,
2101,"Todd, NC",False,
2102,"Banner Elk, NC",False,
2103,"Zionville, NC",False,
2104,"Vilas, NC",False,
2105,"Sugar Grove, NC",False,
2106,"Beech Mountain, NC",False,
2107,"Seven Devils, NC",False,
2108,"Beekmantown, NY",False,
2109,"Chazy, NY",False,
2110,"Schuyler Falls, NY",False,
2111,"Ellenburg, NY",False,
2112,"Morrisonville, NY",False,
2113,"Rouses Point, NY",False,
2114,"Keeseville, NY",False,
2115,"Cumberland Head, NY",False,
2116,"Fulton, NY",False,
2117,"Fulton, NY",False,
2118,"Fulton, NY",False,
2119,"Fulton, NY",False,
2120,"Scriba, NY",True,3658 Great Lakes L4150
2121,"Volney, NY",False,
2122,"Palermo, NY",False,
2123,"Richland, NY",True,3658 Great Lakes L4150
2124,"New Haven, NY",True,3658 Great Lakes L4150
2125,"Phoenix, NY",False,
2126,"Pulaski, NY",True,3658 Great Lakes L4150
2127,"Central Square, NY",False,
2128,"Hastings, NY",False,
2129,"Ellensburg, WA",False,
2130,"Cle Elum, WA",False,
2131,"Roslyn, WA",False,
2132,"Superior, WI",True,3639 Great Lakes L4150
2133,"Lake Nebagamon, WI",False,
2134,"Gordon, WI",False,
2135,"Davenport, NY",False,
2136,"Roxbury, NY",False,
2137,"Kingston, NY",False,
2138,"Wawarsing, NY",False,
2139,"Marlboro, NY",False,
2140,"Highland, NY",False,
2141,"Highland, NY",False,
2142,"Highland, NY",False,
2143,"Highland, NY",False,
2144,"Lloyd, NY",False,
2145,"Marbletown, NY",False,
2146,"Milton, NY",False,
2147,"Lake Katrine, NY",False,
2148,"Port Ewen, NY",False,
2149,"Ellenville, NY",False,
2150,"Lincoln Park, NY",True,3659 Great Lakes L4150
2151,"Kerhonkson, NY",False,
2152,"Tillson, NY",False,
2153,"Stone Ridge, NY",False,
2154,"Shokan, NY",False,
2155,"Phoenicia, NY",False,
2156,"Sandusky, OH",True,3688 Great Lakes L4150
2157,"Huron, OH",True,3686 Great Lakes L4150
2158,"Castalia, OH",True,3688 Great Lakes L4150
2159,"Milan, OH",True,3686 Great Lakes L4150
2160,"Berlin Heights, OH",True,3686 Great Lakes L4150
2161,"Kelleys Island, OH",True,3742 Great Lakes L4150
2162,"Cibolo, TX",False,
2163,"Schertz, TX",False,
2164,"McQueeney, TX",False,
2165,"Red Bluff, CA",False,
2166,"Corning, CA",False,
2167,"Cottonwood, CA",False,
2168,"Los Molinos, CA",False,
2169,"Centralia, WA",False,
2170,"Chehalis, WA",False,
2171,"Toledo, WA",False,
2172,"Onalaska, WA",False,
2173,"Napavine, WA",False,
2174,"Packwood, WA",False,
2175,"Hudson, MI",False,
2176,"Clinton, MI",False,
2177,"Blissfield, MI",False,
2178,"Tecumseh, MI",False,
2179,"Morenci, MI",False,
2180,"Onsted, MI",False,
2181,"Cement City, MI",False,
2182,"Manitou Beach, MI",False,
2183,"Palmyra, MI",False,
2184,"Deerfield, MI",False,
2185,"Addison, MI",False,
2186,"Sonora, CA",False,
2187,"Jamestown, CA",False,
2188,"Tuolumne, CA",False,
2189,"Groveland, CA",False,
2190,"Twain Harte, CA",False,
2191,"La Grange, CA",False,
2192,"Long Barn, CA",False,
2193,"Soulsbyville, CA",False,
2194,"Elk River, MN",False,
2195,"Big Lake, MN",False,
2196,"Princeton, MN",False,
2197,"Becker, MN",False,
2198,"Clear Lake, MN",False,
2199,"Coos Bay, OR",True,1997 Pacific L4150
2200,"North Bend, OR",True,1997 Pacific L4150
2201,"Coquille, OR",False,
2202,"Bandon, OR",True,1538 Pacific L4150
2203,"Myrtle Point, OR",False,
2204,"Lakeside, OR",True,3392 Pacific L4150
2205,"Palatka, FL",False,
2206,"Hawthorne, FL",False,
2207,"Interlachen, FL",False,
2208,"East Palatka, FL",False,
2209,"Crescent City, FL",False,
2210,"Satsuma, FL",False,
2211,"Melrose, FL",False,
2212,"Florahome, FL",False,
2213,"Pomona Park, FL",False,
2214,"Welaka, FL",False,
2215,"San Mateo, FL",False,
2216,"Helena, MT",False,
2217,"East Helena, MT",False,
2218,"Americus, GA",False,
2219,"Bastrop, TX",False,
2220,"Smithville, TX",False,
2221,"Paige, TX",False,
2222,"Dahlonega, GA",False,
2223,"Albemarle, NC",False,
2224,"Norwood, NC",False,
2225,"Stanfield, NC",False,
2226,"New London, NC",False,
2227,"Locust, NC",False,
2228,"Richfield, NC",False,
2229,"Oakboro, NC",False,
2230,"Nogales, AZ",False,
2231,"Rio Rico, AZ",False,
2232,"Patagonia, AZ",False,
2233,"Sonoita, AZ",False,
2234,"Tubac, AZ",False,
2235,"Lucedale, MS",False,
2236,"Georgetown, SC",True,984 Atlantic L4150
2237,"Pawleys Island, SC",True,984 Atlantic L4150
2238,"Andrews, SC",False,
2239,"Warsaw, IN",False,
2240,"Mentone, IN",False,
2241,"Winona Lake, IN",False,
2242,"Claypool, IN",False,
2243,"Mequon, WI",True,3666 Great Lakes L4150
2244,"Thiensville, WI",True,3666 Great Lakes L4150
2245,"Seneca, SC",False,
2246,"Westminster, SC",False,
2247,"Walhalla, SC",False,
2248,"Salem, SC",False,
2249,"Fair Play, SC",False,
2250,"West Union, SC",False,
2251,"Tamassee, SC",False,
2252,"Brenham, TX",False,
2253,"Brenham, TX",False,
2254,"Brenham, TX",False,
2255,"Burton, TX",False,
2256,"Burton, TX",False,
2257,"Burton, TX",False,
2258,"Easton, MD",True,1040 Atlantic L4150
2259,"Saint Michaels, MD",True,901 Atlantic L4150
2260,"Cordova, MD",False,
2261,"Tilghman, MD",True,901 Atlantic L4150
2262,"Bozman, MD",True,901 Atlantic L4150
2263,"Oxford, MD",True,1040 Atlantic L4150
2264,"Coldwater, MI",False,
2265,"Bronson, MI",False,
2266,"Quincy, MI",False,
2267,"Union City, MI",False,
2268,"Crawfordville, FL",True,4132 Gulf L4150
2269,"Sopchoppy, FL",True,4132 Gulf L4150
2270,"Panacea, FL",True,4132 Gulf L4150
2271,"Beaver Dam, WI",False,
2272,"Horicon, WI",False,
2273,"Randolph, WI",False,
2274,"Juneau, WI",False,
2275,"Fox Lake, WI",False,
2276,"Lomira, WI",False,
2277,"Neosho, WI",False,
2278,"Brownsville, WI",False,
2279,"Rubicon, WI",False,
2280,"Reeseville, WI",False,
2281,"Theresa, WI",False,
2282,"Mayville, WI",False,
2283,"Hustisford, WI",False,
2284,"Sparta, NJ",False,
2285,"Hopatcong, NJ",False,
2286,"Newton, NJ",False,
2287,"Franklin, NJ",False,
2288,"Stillwater, NJ",False,
2289,"Montague, NJ",False,
2290,"Branchville, NJ",False,
2291,"Stanhope, NJ",False,
2292,"Fredon, NJ",False,
2293,"Hamburg, NJ",False,
2294,"Highland Lake, NJ",False,
2295,"Lafayette, NJ",False,
2296,"Ogdensburg, NJ",False,
2297,"Sussex, NJ",False,
2298,"Vernon Valley, NJ",False,
2299,"Crandon Lakes, NJ",False,
2300,"North Kingstown, RI",True,859 Atlantic L4150
2301,"Narragansett, RI",True,859 Atlantic L4150
2302,"Charlestown, RI",True,1008 Atlantic L4150
2303,"Exeter, RI",False,
2304,"Kingston, RI",True,859 Atlantic L4150
2305,"Ashaway, RI",True,1008 Atlantic L4150
2306,"Roxboro, NC",False,
2307,"Timberlake, NC",False,
2308,"Hurdle Mills, NC",False,
2309,"Gardnerville, NV",False,
2310,"Minden, NV",False,
2311,"Wellington, NV",False,
2312,"Zephyr Cove, NV",False,
2313,"Genoa, NV",False,
2314,"Stateline, NV",False,
2315,"Farmington, NY",False,
2316,"Gorham, NY",False,
2317,"East Bloomfield, NY",False,
2318,"West Bloomfield, NY",False,
2319,"Bristol, NY",False,
2320,"South Bristol, NY",False,
2321,"Canadice, NY",False,
2322,"Clifton Springs, NY",False,
2323,"Aberdeen, WA",True,1985 Pacific L4150
2324,"Montesano, WA",False,
2325,"Elma, WA",False,
2326,"Hoquiam, WA",True,3098 Pacific L4150
2327,"Oakville, WA",False,
2328,"McCleary, WA",False,
2329,"Grayland, WA",True,2616 Pacific L4150
2330,"Ocean Shores, WA",True,3098 Pacific L4150
2331,"Westport, WA",True,2020 Pacific L4150
2332,"Cosmopolis, WA",True,1985 Pacific L4150
2333,"Pacific Beach, WA",True,3096 Pacific L4150
2334,"Cleveland, GA",False,
2335,"Vidor, TX",False,
2336,"Orange, TX",False,
2337,"Bridge City, TX",False,
2338,"Mauriceville, TX",False,
2339,"Susanville, CA",False,
2340,"Janesville, CA",False,
2341,"Saville, PA",False,
2342,"Marysville, PA",False,
2343,"Duncannon, PA",False,
2344,"Newport, PA",False,
2345,"Du Bois, PA",False,
2346,"Clearfield, PA",False,
2347,"Decatur, PA",False,
2348,"Curwensville, PA",False,
2349,"Osceola Mills, PA",False,
2350,"Plymptonville, PA",False,
2351,"Chambersburg, PA",False,
2352,"Waynesboro, PA",False,
2353,"Quincy, PA",False,
2354,"Greencastle, PA",False,
2355,"Fayetteville, PA",False,
2356,"Wayne Heights, PA",False,
2357,"Mont Alto, PA",False,
2358,"Columbia City, IN",False,
2359,"Churubusco, IN",False,
2360,"Larwill, IN",False,
2361,"Floresville, TX",False,
2362,"Carmel, NY",False,
2363,"Putnam Valley, NY",False,
2364,"Lake Carmel, NY",False,
2365,"Patterson, NY",False,
2366,"Cold Spring, NY",False,
2367,"Brewster Hill, NY",False,
2368,"Perry, FL",False,
2369,"Steinhatchee, FL",True,3906 Gulf L4150
2370,"East Falmouth, MA",True,675 Atlantic L4150
2371,"Dennis, MA",True,675 Atlantic L4150
2372,"Mashpee, MA",True,675 Atlantic L4150
2373,"Harwich, MA",True,675 Atlantic L4150
2374,"Chatham, MA",True,675 Atlantic L4150
2375,"Forestdale, MA",True,675 Atlantic L4150
2376,"Eastham, MA",True,675 Atlantic L4150
2377,"East Sandwich, MA",True,675 Atlantic L4150
2378,"North Falmouth, MA",True,675 Atlantic L4150
2379,"Yarmouth, MA",True,675 Atlantic L4150
2380,"Wellfleet, MA",True,675 Atlantic L4150
2381,"Bourne, MA",True,675 Atlantic L4150
2382,"Harwich Port, MA",True,675 Atlantic L4150
2383,"Truro, MA",True,675 Atlantic L4150
2384,"Barnstable, MA",True,675 Atlantic L4150
2385,"West Harwich, MA",True,675 Atlantic L4150
2386,"Woods Hole, MA",True,675 Atlantic L4150
2387,"Picayune, MS",False,
2388,"Carriere, MS",False,
2389,"Cortland, NY",False,
2390,"Virgil, NY",False,
2391,"Munsons Corners, NY",False,
2392,"Silver City, NM",False,
2393,"Hurley, NM",False,
2394,"Berlin, MD",True,975 Atlantic L4150
2395,"Pocomoke City, MD",True,1068 Atlantic L4150
2396,"Ocean City, MD",True,1056 Atlantic L4150
2397,"Snow Hill, MD",False,
2398,"Newark, MD",True,975 Atlantic L4150
2399,"Whaleyville, MD",False,
2400,"Columbia, MS",False,
2401,"Key West, FL",True,4382 Gulf L4150
2402,"Key Largo, FL",True,4365 Gulf L4150
2403,"Marathon, FL",True,4325 Gulf L4150
2404,"Stock Island, FL",True,4348 Gulf L4150
2405,"Big Pine Key, FL",True,4311 Gulf L4150
2406,"Tavernier, FL",True,4365 Gulf L4150
2407,"Summerland Key, FL",True,4337 Gulf L4150
2408,"Islamorada, FL",True,4339 Gulf L4150
2409,"Key Colony Beach, FL",True,4434 Gulf L4150
2410,"Big Coppitt Key, FL",True,4348 Gulf L4150
2411,"Barton, NY",False,
2412,"Waverly, NY",False,
2413,"Newport, RI",True,859 Atlantic L4150
2414,"Portsmouth, RI",True,1007 Atlantic L4150
2415,"Middletown, RI",True,859 Atlantic L4150
2416,"Jamestown, RI",True,859 Atlantic L4150
2417,"Little Compton, RI",True,1007 Atlantic L4150
2418,"Ellijay, GA",False,
2419,"Camden, SC",False,
2420,"Lugoff, SC",False,
2421,"Elgin, SC",False,
2422,"Windber, PA",False,
2423,"Meyersdale, PA",False,
2424,"Berlin, PA",False,
2425,"Central City, PA",False,
2426,"Clewiston, FL",False,
2427,"Turners Falls, MA",False,
2428,"Sunderland, MA",False,
2429,"Montague, MA",False,
2430,"Leverett, MA",False,
2431,"Colrain, MA",False,
2432,"Ashfield, MA",False,
2433,"Bernardston, MA",False,
2434,"South Deerfield, MA",False,
2435,"Conway, MA",False,
2436,"Erving, MA",False,
2437,"Shutesbury, MA",False,
2438,"Gill, MA",False,
2439,"Whately, MA",False,
2440,"New Salem, MA",False,
2441,"Bloomsburg, PA",False,
2442,"Berwick, PA",False,
2443,"Espy, PA",False,
2444,"Almedia, PA",False,
2445,"Bristol, RI",False,
2446,"Barrington, RI",False,
2447,"Warren, RI",False,
2448,"Seymour, TN",False,
2449,"Sevierville, TN",False,
2450,"Pigeon Forge, TN",False,
2451,"Gatlinburg, TN",False,
2452,"Pittman Center, TN",False,
2453,"Paris, TN",False,
2454,"Buchanan, TN",False,
2455,"Puryear, TN",False,
2456,"Springville, TN",False,
2457,"Henry, TN",False,
2458,"Willimantic, CT",False,
2459,"Plainfield, CT",False,
2460,"Putnam, CT",False,
2461,"Brooklyn, CT",False,
2462,"Woodstock, CT",False,
2463,"Windham, CT",False,
2464,"Canterbury, CT",False,
2465,"Ashford, CT",False,
2466,"Thompson, CT",False,
2467,"Danielson, CT",False,
2468,"Hampton, CT",False,
2469,"Moosup, CT",False,
2470,"Sterling, CT",False,
2471,"South Windham, CT",False,
2472,"Eastford, CT",False,
2473,"Chaplin, CT",False,
2474,"Edmeston, NY",False,
2475,"Cooperstown, NY",False,
2476,"West End, NY",False,
2477,"Madison, IN",False,
2478,"Hanover, IN",False,
2479,"Prineville, OR",False,
2480,"Blairsville, GA",False,
2481,"Suches, GA",False,
2482,"Kapaa, HI",True,1717 Pacific L4150
2483,"Lihue, HI",True,1717 Pacific L4150
2484,"Kilauea, HI",True,1717 Pacific L4150
2485,"Kalaheo, HI",True,1717 Pacific L4150
2486,"Koloa, HI",True,1717 Pacific L4150
2487,"Princeville, HI",True,1717 Pacific L4150
2488,"Hanapepe, HI",True,1717 Pacific L4150
2489,"Astoria, OR",True,2121 Pacific L4150
2490,"Seaside, OR",True,2012 Pacific L4150
2491,"Warrenton, OR",True,2020 Pacific L4150
2492,"Arch Cape, OR",True,1994 Pacific L4150
2493,"Gearhart, OR",True,2012 Pacific L4150
2494,"Cannon Beach, OR",True,1994 Pacific L4150
2495,"Tolovana Park, OR",True,1994 Pacific L4150
2496,"Jacksboro, TN",False,
2497,"Jellico, TN",False,
2498,"Caryville, TN",False,
2499,"Duff, TN",False,
2500,"Newport, TN",False,
2501,"Cosby, TN",False,
2502,"Parrottsville, TN",False,
2503,"Hartford, TN",False,
2504,"Bybee, TN",False,
2505,"Greencastle, IN",False,
2506,"Cloverdale, IN",False,
2507,"Roachdale, IN",False,
2508,"Fillmore, IN",False,
2509,"Bainbridge, IN",False,
2510,"Cleveland, MS",False,
2511,"Gloversville, NY",False,
2512,"Perth, NY",False,
2513,"Oppenheim, NY",False,
2514,"Northampton, NY",True,1087 Atlantic L4150
2515,"Ephratah, NY",False,
2516,"Dayton, TN",False,
2517,"Spring City, TN",False,
2518,"Evensville, TN",False,
2519,"Grandview, TN",False,
2520,"Grenada, MS",False,
2521,"Show Low, AZ",False,
2522,"Winslow, AZ",False,
2523,"Snowflake, AZ",False,
2524,"Heber, AZ",False,
2525,"Overgaard, AZ",False,
2526,"Great Valley, NY",False,
2527,"Gowanda, NY",False,
2528,"Ashford, NY",False,
2529,"Weston Mills, NY",False,
2530,"Dayton, NY",False,
2531,"Steamboat Springs, CO",False,
2532,"Hayden, CO",False,
2533,"Oak Creek, CO",False,
2534,"Clark, CO",False,
2535,"Charles Town, WV",False,
2536,"Shepherdstown, WV",False,
2537,"Kearneysville, WV",False,
2538,"Summit Point, WV",False,
2539,"Ranson, WV",False,
2540,"Shenandoah Junction, WV",False,
2541,"Bolivar, WV",False,
2542,"Portland, TX",False,
2543,"Sinton, TX",False,
2544,"Aransas Pass, TX",True,4197 Gulf L4150
2545,"Ingleside, TX",True,4207 Gulf L4150
2546,"Gregory, TX",False,
2547,"Lusby, MD",True,650 Atlantic L4150
2548,"Huntingtown, MD",True,1054 Atlantic L4150
2549,"Prince Frederick, MD",True,1029 Atlantic L4150
2550,"Chesapeake Beach, MD",True,1054 Atlantic L4150
2551,"Owings, MD",True,1054 Atlantic L4150
2552,"Saint Leonard, MD",True,650 Atlantic L4150
2553,"Dunkirk, MD",True,1054 Atlantic L4150
2554,"Sunderland, MD",True,1054 Atlantic L4150
2555,"North Beach, MD",True,1054 Atlantic L4150
2556,"Port Republic, MD",True,1029 Atlantic L4150
2557,"Solomons, MD",True,1088 Atlantic L4150
2558,"Dowell, MD",True,1088 Atlantic L4150
2559,"Eatonton, GA",False,
2560,"Elkhorn, WI",False,
2561,"Lyons, WI",False,
2562,"La Grange, WI",False,
2563,"Troy, WI",False,
2564,"Spring Prairie, WI",False,
2565,"Como, WI",False,
2566,"Richmond, WI",False,
2567,"Williams Bay, WI",False,
2568,"Potter Lake, WI",False,
2569,"Portage, WI",False,
2570,"Poynette, WI",False,
2571,"Wisconsin Dells, WI",False,
2572,"Pardeeville, WI",False,
2573,"Cambria, WI",False,
2574,"Columbus, WI",False,
2575,"Fall River, WI",False,
2576,"Lodi, WI",False,
2577,"Rio, WI",False,
2578,"Angola, IN",False,
2579,"Hamilton, IN",False,
2580,"Orland, CA",False,
2581,"Willows, CA",False,
2582,"Columbia, IL",False,
2583,"Waterloo, IL",False,
2584,"Valmeyer, IL",False,
2585,"Glens Falls, NY",False,
2586,"Queensbury, NY",False,
2587,"Chester, NY",False,
2588,"Lake Luzerne, NY",False,
2589,"Bolton, NY",False,
2590,"Thurman, NY",False,
2591,"Hague, NY",False,
2592,"Saranac Lake, NY",False,
2593,"Harrietstown, NY",False,
2594,"Moira, NY",False,
2595,"Bangor, NY",False,
2596,"Fort Covington, NY",False,
2597,"Hornell, NY",False,
2598,"Gang Mills, NY",False,
2599,"Caton, NY",False,
2600,"Pulteney, NY",False,
2601,"Wayne, NY",False,
2602,"Painted Post, NY",False,
2603,"Urbana, NY",False,
2604,"Monroe, WI",False,
2605,"New Glarus, WI",False,
2606,"Waupaca, WI",False,
2607,"Weyauwega, WI",False,
2608,"New London, WI",False,
2609,"Manawa, WI",False,
2610,"Iola, WI",False,
2611,"Fort Morgan, CO",False,
2612,"Brush, CO",False,
2613,"Wiggins, CO",False,
2614,"Moundsville, WV",False,
2615,"Benwood, WV",False,
2616,"Union, MO",False,
2617,"Washington, MO",False,
2618,"Pacific, MO",False,
2619,"Labadie, MO",False,
2620,"Berger, MO",False,
2621,"Gray Summit, MO",False,
2622,"Beaufort, MO",False,
2623,"Jasper, IN",False,
2624,"Huntingburg, IN",False,
2625,"Celestine, IN",False,
2626,"Ferdinand, IN",False,
2627,"Glenwood Springs, CO",False,
2628,"Rifle, CO",False,
2629,"Parachute, CO",False,
2630,"Carbondale, CO",False,
2631,"New Castle, CO",False,
2632,"Silt, CO",False,
2633,"Morley, MI",False,
2634,"Stanwood, MI",False,
2635,"Rodney, MI",False,
2636,"Barryton, MI",False,
2637,"Walterboro, SC",False,
2638,"Edisto Beach, SC",True,639 Atlantic L4150
2639,"Rutherfordton, NC",False,
2640,"Mooresboro, NC",False,
2641,"Ashtabula, OH",True,3690 Great Lakes L4150
2642,"Conneaut, OH",True,3690 Great Lakes L4150
2643,"Jefferson, OH",False,
2644,"Andover, OH",False,
2645,"Geneva, OH",True,3683 Great Lakes L4150
2646,"Orwell, OH",False,
2647,"Rock Creek, OH",False,
2648,"Kingsville, OH",True,3690 Great Lakes L4150
2649,"Edgewood, OH",True,3690 Great Lakes L4150
2650,"Williamsfield, OH",False,
2651,"North Kingsville, OH",True,3690 Great Lakes L4150
2652,"Roaming Shores, OH",False,
2653,"Austinburg, OH",True,3683 Great Lakes L4150
2654,"Geneva-on-the-Lake, OH",True,3683 Great Lakes L4150
2655,"Effingham, IL",False,
2656,"Teutopolis, IL",False,
2657,"Allegan, MI",False,
2658,"Wayland, MI",False,
2659,"Otsego, MI",False,
2660,"Dorr, MI",False,
2661,"Fennville, MI",True,3676 Great Lakes L4150
2662,"Hopkins, MI",False,
2663,"Plainwell, MI",False,
2664,"Hamilton, MI",False,
2665,"Saugatuck, MI",True,3669 Great Lakes L4150
2666,"Shelbyville, MI",False,
2667,"Douglas, MI",True,3669 Great Lakes L4150
2668,"Fletcher, NC",False,
2669,"Flat Rock, NC",False,
2670,"Hendersonville, NC",False,
2671,"Mills River, NC",False,
2672,"Zirconia, NC",False,
2673,"Saluda, NC",False,
2674,"Mountain Home, NC",False,
2675,"Etowah, NC",False,
2676,"Balfour, NC",False,
2677,"East Flat Rock, NC",False,
2678,"Laurel Park, NC",False,
2679,"Valley Hill, NC",False,
2680,"Horse Shoe, NC",False,
2681,"Uniontown, PA",False,
2682,"Redstone, PA",False,
2683,"Masontown, PA",False,
2684,"Springhill, PA",False,
2685,"Perryopolis, PA",False,
2686,"East Uniontown, PA",False,
2687,"South Connellsville, PA",False,
2688,"Fairchance, PA",False,
2689,"Belle Vernon, PA",False,
2690,"Hopwood, PA",False,
2691,"Point Marion, PA",False,
2692,"Salem, IN",False,
2693,"Bishop, CA",False,
2694,"Big Pine, CA",False,
2695,"Rockport, TX",True,4197 Gulf L4150
2696,"Brevard, NC",False,
2697,"Pisgah Forest, NC",False,
2698,"Lake Toxaway, NC",False,
2699,"Sylva, NC",False,
2700,"Cullowhee, NC",False,
2701,"Whittier, NC",False,
2702,"Sapphire, NC",False,
2703,"Tuckasegee, NC",False,
2704,"Glenville, NC",False,
2705,"Cashiers, NC",False,
2706,"Cortez, CO",False,
2707,"Dolores, CO",False,
2708,"Mancos, CO",False,
2709,"Morehead City, NC",True,1011 Atlantic L4150
2710,"Beaufort, NC",True,1011 Atlantic L4150
2711,"Stella, NC",True,979 Atlantic L4150
2712,"Newport, NC",True,1011 Atlantic L4150
2713,"Emerald Isle, NC",True,979 Atlantic L4150
2714,"Cedar Point, NC",True,979 Atlantic L4150
2715,"Atlantic Beach, NC",True,1011 Atlantic L4150
2716,"Harkers Island, NC",True,1011 Atlantic L4150
2717,"Cape Carteret, NC",True,979 Atlantic L4150
2718,"Pine Knoll Shores, NC",True,1011 Atlantic L4150
2719,"Indian Beach, NC",True,1011 Atlantic L4150
2720,"Wagoner, OK",False,
2721,"Coweta, OK",False,
2722,"Porter, OK",False,
2723,"Okay, OK",False,
2724,"Ilion, NY",False,
2725,"Mohawk, NY",False,
2726,"Russia, NY",False,
2727,"Dolgeville, NY",False,
2728,"Litchfield, NY",False,
2729,"Ocean City, NJ",True,1046 Atlantic L4150
2730,"Villas, NJ",True,1079 Atlantic L4150
2731,"Wildwood, NJ",True,1079 Atlantic L4150
2732,"Cape May Court House, NJ",True,1048 Atlantic L4150
2733,"North Wildwood, NJ",True,1079 Atlantic L4150
2734,"Cape May, NJ",True,1079 Atlantic L4150
2735,"Wildwood Crest, NJ",True,1079 Atlantic L4150
2736,"Woodbine, NJ",True,1048 Atlantic L4150
2737,"Erma, NJ",True,1079 Atlantic L4150
2738,"Rio Grande, NJ",True,1079 Atlantic L4150
2739,"North Cape May, NJ",True,1079 Atlantic L4150
2740,"Avalon, NJ",True,1079 Atlantic L4150
2741,"Sea Isle City, NJ",True,1079 Atlantic L4150
2742,"West Cape May, NJ",True,1079 Atlantic L4150
2743,"West Wildwood, NJ",True,1079 Atlantic L4150
2744,"Stone Harbor, NJ",True,1079 Atlantic L4150
2745,"Diamond Beach, NJ",True,1079 Atlantic L4150
2746,"Cobleskill, NY",False,
2747,"Seward, NY",False,
2748,"Jefferson, NY",False,
2749,"Gilboa, NY",False,
2750,"Summit, NY",False,
2751,"Madisonville, TN",False,
2752,"Sweetwater, TN",False,
2753,"Vonore, TN",False,
2754,"Globe, AZ",False,
2755,"Payson, AZ",False,
2756,"Miami, AZ",False,
2757,"Pine, AZ",False,
2758,"Star Valley, AZ",False,
2759,"Wauchula, FL",False,
2760,"Bowling Green, FL",False,
2761,"Zolfo Springs, FL",False,
2762,"Graham, TX",False,
2763,"Chipley, FL",False,
2764,"Delta, CO",False,
2765,"Cedaredge, CO",False,
2766,"Hotchkiss, CO",False,
2767,"Paonia, CO",False,
2768,"Crawford, CO",False,
2769,"Orchard City, CO",False,
2770,"Mineral Wells, TX",False,
2771,"Jefferson City, TN",False,
2772,"Dandridge, TN",False,
2773,"New Market, TN",False,
2774,"Strawberry Plains, TN",False,
2775,"White Pine, TN",False,
2776,"Oneida, NY",False,
2777,"Sullivan, NY",False,
2778,"Lenox, NY",False,
2779,"Eaton, NY",False,
2780,"Canastota, NY",False,
2781,"Chittenango, NY",False,
2782,"Nelson, NY",False,
2783,"Lincoln, NY",True,3660 Great Lakes L4150
2784,"Thompson, NY",False,
2785,"Callicoon, NY",False,
2786,"Monticello, NY",False,
2787,"Bethel, NY",False,
2788,"Rock Hill, NY",False,
2789,"Fremont, NY",False,
2790,"Tusten, NY",False,
2791,"Cochecton, NY",False,
2792,"South Fallsburg, NY",False,
2793,"Rockland, NY",False,
2794,"Livingston Manor, NY",False,
2795,"Smallwood, NY",False,
2796,"Woodland Park, CO",False,
2797,"Florissant, CO",False,
2798,"Divide, CO",False,
2799,"Cripple Creek, CO",False,
2800,"North Branch, MN",False,
2801,"Chisago City, MN",False,
2802,"Lindstrom, MN",False,
2803,"Wyoming, MN",False,
2804,"Harris, MN",False,
2805,"Center City, MN",False,
2806,"Taylors Falls, MN",False,
2807,"Shafer, MN",False,
2808,"Stanchfield, MN",False,
2809,"Rush City, MN",False,
2810,"Paw Paw, MI",False,
2811,"Hartford, MI",False,
2812,"Decatur, MI",False,
2813,"Gobles, MI",False,
2814,"Lawrence, MI",False,
2815,"Bangor, MI",False,
2816,"Lawton, MI",False,
2817,"Grand Junction, MI",False,
2818,"Mattawan, MI",False,
2819,"Bloomingdale, MI",False,
2820,"Knox, IN",False,
2821,"North Judson, IN",False,
2822,"Franklinton, NC",False,
2823,"Youngsville, NC",False,
2824,"Castalia, NC",False,
2825,"Bunn, NC",False,
2826,"Louisburg, NC",False,
2827,"Chestertown, MD",True,1052 Atlantic L4150
2828,"Millington, MD",False,
2829,"Galena, MD",True,670 Atlantic L4150
2830,"Rock Hall, MD",True,992 Atlantic L4150
2831,"Worton, MD",True,670 Atlantic L4150
2832,"Reedsburg, WI",False,
2833,"Baraboo, WI",False,
2834,"Prairie du Sac, WI",False,
2835,"Plain, WI",False,
2836,"Sauk City, WI",False,
2837,"Merrimac, WI",False,
2838,"East Wenatchee, WA",False,
2839,"East Wenatchee Bench, WA",False,
2840,"Mountain City, TN",False,
2841,"Butler, TN",False,
2842,"Trenton, FL",False,
2843,"Bell, FL",False,
2844,"Aspen, CO",False,
2845,"Madison, GA",False,
2846,"Buckhead, GA",False,
2847,"Rutledge, GA",False,
2848,"Ontario, NY",True,3660 Great Lakes L4150
2849,"Walworth, NY",True,3660 Great Lakes L4150
2850,"Newark, NY",False,
2851,"Williamson, NY",True,3660 Great Lakes L4150
2852,"Marion, NY",True,3660 Great Lakes L4150
2853,"Rose, NY",True,3660 Great Lakes L4150
2854,"Huron, NY",True,3660 Great Lakes L4150
2855,"Clyde, NY",False,
2856,"Sodus Point, NY",True,3660 Great Lakes L4150
2857,"Cornelia, GA",False,
2858,"Clarkesville, GA",False,
2859,"Alto, GA",False,
2860,"Mount Airy, GA",False,
2861,"Demorest, GA",False,
2862,"Parker, AZ",False,
2863,"Quartzsite, AZ",False,
2864,"Guilford, NY",False,
2865,"North Norwich, NY",False,
2866,"Pearsall, TX",False,
2867,"Dilley, TX",False,
2868,"Dansville, NY",False,
2869,"York, NY",False,
